연도, 2003년 , 2004년 , 2005년 ,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년
유학생수,12314 ,16832 ,22526 ,32557 ,49270 ,63952 ,75850 ,83842 ,89537 ,86878 ,85923 ,84891 ,91332 ,104262 ,123858 ,142205 ,160165 ,153695 
